"hgnc_symbol"	"grouping_id"	"study_id"	"description"	"ensembl_gene_id"	"ensembl_version"
"HDAC4"	"B_CELL_DIFFERENTIATION"	"msigdb::M5982"	"Genes annotated by the GO term GO:0030183. The process whereby a relatively unspecialized hemopoietic stem cell acquires the specialized features of a B cell.,http://software.broadinstitute.org/gsea/msigdb/cards/B_CELL_DIFFERENTIATION.html"	"ENSG00000068024"	99
"HDAC5"	"B_CELL_DIFFERENTIATION"	"msigdb::M5982"	"Genes annotated by the GO term GO:0030183. The process whereby a relatively unspecialized hemopoietic stem cell acquires the specialized features of a B cell.,http://software.broadinstitute.org/gsea/msigdb/cards/B_CELL_DIFFERENTIATION.html"	"ENSG00000108840"	99
"HDAC7"	"B_CELL_DIFFERENTIATION"	"msigdb::M5982"	"Genes annotated by the GO term GO:0030183. The process whereby a relatively unspecialized hemopoietic stem cell acquires the specialized features of a B cell.,http://software.broadinstitute.org/gsea/msigdb/cards/B_CELL_DIFFERENTIATION.html"	"ENSG00000061273"	99
"HDAC9"	"B_CELL_DIFFERENTIATION"	"msigdb::M5982"	"Genes annotated by the GO term GO:0030183. The process whereby a relatively unspecialized hemopoietic stem cell acquires the specialized features of a B cell.,http://software.broadinstitute.org/gsea/msigdb/cards/B_CELL_DIFFERENTIATION.html"	"ENSG00000048052"	99
"IL4"	"B_CELL_DIFFERENTIATION"	"msigdb::M5982"	"Genes annotated by the GO term GO:0030183. The process whereby a relatively unspecialized hemopoietic stem cell acquires the specialized features of a B cell.,http://software.broadinstitute.org/gsea/msigdb/cards/B_CELL_DIFFERENTIATION.html"	"ENSG00000113520"	99
"INHA"	"B_CELL_DIFFERENTIATION"	"msigdb::M5982"	"Genes annotated by the GO term GO:0030183. The process whereby a relatively unspecialized hemopoietic stem cell acquires the specialized features of a B cell.,http://software.broadinstitute.org/gsea/msigdb/cards/B_CELL_DIFFERENTIATION.html"	"ENSG00000123999"	99
"INHBA"	"B_CELL_DIFFERENTIATION"	"msigdb::M5982"	"Genes annotated by the GO term GO:0030183. The process whereby a relatively unspecialized hemopoietic stem cell acquires the specialized features of a B cell.,http://software.broadinstitute.org/gsea/msigdb/cards/B_CELL_DIFFERENTIATION.html"	"ENSG00000122641"	99
"NFAM1"	"B_CELL_DIFFERENTIATION"	"msigdb::M5982"	"Genes annotated by the GO term GO:0030183. The process whereby a relatively unspecialized hemopoietic stem cell acquires the specialized features of a B cell.,http://software.broadinstitute.org/gsea/msigdb/cards/B_CELL_DIFFERENTIATION.html"	"ENSG00000235568"	99
"NHEJ1"	"B_CELL_DIFFERENTIATION"	"msigdb::M5982"	"Genes annotated by the GO term GO:0030183. The process whereby a relatively unspecialized hemopoietic stem cell acquires the specialized features of a B cell.,http://software.broadinstitute.org/gsea/msigdb/cards/B_CELL_DIFFERENTIATION.html"	"ENSG00000187736"	99
"TPD52"	"B_CELL_DIFFERENTIATION"	"msigdb::M5982"	"Genes annotated by the GO term GO:0030183. The process whereby a relatively unspecialized hemopoietic stem cell acquires the specialized features of a B cell.,http://software.broadinstitute.org/gsea/msigdb/cards/B_CELL_DIFFERENTIATION.html"	"ENSG00000076554"	99
